**** Run Comparison Statistics ****

Concentration of Species,Lowest Q (Robust) Run = Run 11

Factor 1,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
D5-Siloxane,  0.00937,  0.00000,  0.00818,  0.00864,  0.01096,  0.02034,  0.00834,  0.00465,  0.55729,  0.49625

Factor 3,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
Dichloromethane,  0.00972,  0.00376,  0.00879,  0.00972,  0.00973,  0.00980,  0.00865,  0.00212,  0.24534,  0.21841
Chloroform,  0.00173,  0.00057,  0.00077,  0.00089,  0.00094,  0.00255,  0.00104,  0.00050,  0.48159,  0.28908
Trichlorofluoromethane,  0.03673,  0.00000,  0.00000,  0.00000,  0.00000,  0.03673,  0.00347,  0.00929,  2.68024,  0.25295
Dichlorodifluoromethane,  0.03705,  0.00524,  0.05540,  0.14144,  0.14622,  0.14639,  0.10777,  0.05311,  0.49278,  1.43345
Carbon Tetrachloride,  0.00374,  0.00177,  0.00379,  0.00444,  0.00468,  0.00471,  0.00395,  0.00104,  0.26394,  0.27851
1_1_2-Trichlorotrifluoroethane,  0.01102,  0.00155,  0.00413,  0.00679,  0.00709,  0.01102,  0.00601,  0.00214,  0.35689,  0.19456
1_2-Dichloro-1_1_2_2-tetrafluoroethane,  0.00241,  0.00026,  0.00147,  0.00340,  0.00342,  0.00345,  0.00259,  0.00124,  0.47787,  0.51403
Tetrachloroethene,  0.00047,  0.00027,  0.00044,  0.00050,  0.00052,  0.00089,  0.00049,  0.00013,  0.27363,  0.28773
1_2-Dichlorobenzene,  0.00435,  0.00000,  0.00004,  0.00018,  0.00019,  0.00435,  0.00037,  0.00095,  2.53879,  0.21802
1_4-Dichlorobenzene,  0.00000,  0.00000,  0.00000,  0.00000,  0.00001,  0.00970,  0.00095,  0.00250,  2.63608,  0.00000
PCBTF,  0.00015,  0.00000,  0.00010,  0.00015,  0.00016,  0.00149,  0.00024,  0.00035,  1.46167,  2.33062
N-Butane,  0.07364,  0.00982,  0.07803,  0.09395,  0.09451,  0.10276,  0.08456,  0.02332,  0.27580,  0.31670
Isobutane,  0.00000,  0.00000,  0.08504,  0.10487,  0.10536,  0.10890,  0.08316,  0.04238,  0.50960,  0.00000
N-Pentane,  0.00346,  0.00000,  0.00000,  0.00000,  0.00477,  0.00807,  0.00205,  0.00295,  1.43861,  0.85089
Isopentane,  0.01412,  0.00000,  0.00000,  0.00141,  0.02470,  0.06439,  0.01286,  0.02108,  1.63932,  1.49363
2-Methyl pentane,  0.00000,  0.00000,  0.01461,  0.01478,  0.01605,  0.08044,  0.01727,  0.01755,  1.01596,  0.00000
Butene,  0.02264,  0.00431,  0.03206,  0.03305,  0.03411,  0.04057,  0.03127,  0.00733,  0.23454,  0.32394
Propylene,  0.03303,  0.03303,  0.08068,  0.12857,  0.13014,  0.13811,  0.11073,  0.03016,  0.27237,  0.91305
cis-2-Pentene,  0.00000,  0.00000,  0.00003,  0.00019,  0.00024,  0.00121,  0.00023,  0.00027,  1.18366,  0.00000
Isoprene,  0.08066,  0.00000,  0.00000,  0.00000,  0.00000,  0.08066,  0.00518,  0.01835,  3.53956,  0.22747
alpha-Pinene,  0.01800,  0.00112,  0.00358,  0.00687,  0.00700,  0.01800,  0.00617,  0.00357,  0.57873,  0.19836
MVK,  0.03662,  0.00000,  0.00281,  0.00329,  0.00335,  0.03662,  0.00494,  0.00802,  1.62299,  0.21900
Benzene,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00948,  0.00084,  0.00222,  2.65630,  0.00000
Toluene,  0.01480,  0.00183,  0.00489,  0.00565,  0.00917,  0.01904,  0.00757,  0.00509,  0.67301,  0.34419
Ethylbenzene,  0.00214,  0.00026,  0.00127,  0.00139,  0.00199,  0.00327,  0.00160,  0.00074,  0.46113,  0.34548
Propylbenzene,  0.00030,  0.00028,  0.00051,  0.00058,  0.00060,  0.00087,  0.00058,  0.00015,  0.26101,  0.50000
m_p-Xylene,  0.00633,  0.00000,  0.00000,  0.00000,  0.00000,  0.01131,  0.00148,  0.00365,  2.46426,  0.57611
o-Xylene,  0.00218,  0.00014,  0.00030,  0.00041,  0.00099,  0.00480,  0.00097,  0.00141,  1.44647,  0.64648
p-Isopropyl Toluene,  0.00000,  0.00000,  0.00073,  0.00084,  0.00085,  0.00169,  0.00075,  0.00038,  0.50875,  0.00000
Naphthalene,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00118,  0.00007,  0.00026,  4.02069,  0.00000
Methanol,  2.74950,  0.00000,  0.72220,  1.12260,  1.40325,  2.74950,  1.05437,  0.61613,  0.58436,  0.22409
Ethanol,  0.28729,  0.00000,  0.00000,  0.00000,  0.05389,  0.30026,  0.04108,  0.09063,  2.20602,  0.31546
Phenol,  0.06752,  0.00000,  0.00000,  0.00000,  0.00000,  0.06752,  0.00399,  0.01514,  3.79679,  0.22428
Methyl acetate,  0.00000,  0.00000,  0.00000,  0.00000,  0.00196,  0.03510,  0.00330,  0.00846,  2.56552,  0.00000
n-Butyl acetate,  0.00978,  0.00000,  0.00273,  0.00493,  0.00576,  0.00978,  0.00426,  0.00260,  0.60993,  0.26543
D5-Siloxane,  0.00197,  0.00197,  0.00605,  0.00848,  0.00950,  0.05796,  0.01178,  0.01285,  1.09094,  6.51216

Factor 4,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
Dichloromethane,  0.02488,  0.02356,  0.02535,  0.03273,  0.03293,  0.03299,  0.03016,  0.00387,  0.12821,  0.15544
Chloroform,  0.00429,  0.00388,  0.00432,  0.00540,  0.00541,  0.00550,  0.00500,  0.00061,  0.12279,  0.14323
Trichlorofluoromethane,  0.06753,  0.06753,  0.07305,  0.09635,  0.09662,  0.09789,  0.08808,  0.01218,  0.13832,  0.18040
Dichlorodifluoromethane,  0.16876,  0.15968,  0.17182,  0.19699,  0.20307,  0.20380,  0.18976,  0.01661,  0.08751,  0.09840
Carbon Tetrachloride,  0.02492,  0.02200,  0.02466,  0.03020,  0.03031,  0.03038,  0.02802,  0.00328,  0.11702,  0.13158
1_1_2-Trichlorotrifluoroethane,  0.02619,  0.02589,  0.02677,  0.03514,  0.03534,  0.03540,  0.03234,  0.00414,  0.12808,  0.15813
1_2-Dichloro-1_1_2_2-tetrafluoroethane,  0.00645,  0.00631,  0.00677,  0.00841,  0.00852,  0.00854,  0.00788,  0.00088,  0.11192,  0.13683
Tetrachloroethene,  0.00020,  0.00019,  0.00021,  0.00026,  0.00028,  0.00030,  0.00025,  0.00004,  0.14814,  0.19244
1_2-Dichlorobenzene,  0.00000,  0.00000,  0.00025,  0.00027,  0.00027,  0.00029,  0.00023,  0.00010,  0.43709,  0.00000
1_4-Dichlorobenzene,  0.00000,  0.00000,  0.00000,  0.00021,  0.00021,  0.00022,  0.00014,  0.00010,  0.75345,  0.00000
PCBTF,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
N-Butane,  0.01424,  0.01424,  0.03077,  0.03154,  0.03254,  0.04042,  0.03154,  0.00492,  0.15613,  0.34575
Isobutane,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.01718,  0.00152,  0.00426,  2.79268,  0.00000
N-Pentane,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00689,  0.00088,  0.00192,  2.19044,  0.00000
Isopentane,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00287,  0.00020,  0.00064,  3.24635,  0.00000
2-Methyl pentane,  0.00960,  0.00106,  0.00596,  0.00622,  0.00716,  0.01400,  0.00647,  0.00295,  0.45567,  0.30721
Butene,  0.01287,  0.01287,  0.01700,  0.01739,  0.01764,  0.02348,  0.01778,  0.00231,  0.12997,  0.17952
Propylene,  0.05147,  0.03138,  0.04859,  0.05501,  0.05562,  0.06911,  0.05377,  0.00863,  0.16056,  0.16774
cis-2-Pentene,  0.00130,  0.00111,  0.00131,  0.00135,  0.00140,  0.00152,  0.00133,  0.00010,  0.07638,  0.07825
Isoprene,  0.00872,  0.00872,  0.01848,  0.01871,  0.01913,  0.06349,  0.02262,  0.01448,  0.64031,  1.66002
alpha-Pinene,  0.00896,  0.00896,  0.01216,  0.01247,  0.01259,  0.02011,  0.01273,  0.00266,  0.20908,  0.29709
MVK,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.02416,  0.00333,  0.00768,  2.30416,  0.00000
Benzene,  0.03748,  0.02576,  0.03762,  0.04253,  0.04411,  0.04705,  0.03989,  0.00664,  0.16655,  0.17728
Toluene,  0.00599,  0.00348,  0.00667,  0.00872,  0.00910,  0.00990,  0.00809,  0.00167,  0.20600,  0.27849
Ethylbenzene,  0.00103,  0.00056,  0.00112,  0.00129,  0.00145,  0.00163,  0.00126,  0.00025,  0.19788,  0.24133
Propylbenzene,  0.00023,  0.00000,  0.00007,  0.00014,  0.00018,  0.00023,  0.00012,  0.00006,  0.52622,  0.28255
m_p-Xylene,  0.00138,  0.00052,  0.00210,  0.00292,  0.00319,  0.00428,  0.00271,  0.00088,  0.32456,  0.63926
o-Xylene,  0.00084,  0.00005,  0.00094,  0.00126,  0.00149,  0.00205,  0.00121,  0.00045,  0.37149,  0.53264
p-Isopropyl Toluene,  0.00090,  0.00000,  0.00000,  0.00000,  0.00010,  0.00090,  0.00014,  0.00026,  1.90334,  0.28604
Naphthalene,  0.00088,  0.00015,  0.00048,  0.00051,  0.00052,  0.00114,  0.00053,  0.00023,  0.42746,  0.26003
Methanol,  1.75450,  1.75450,  3.78760,  4.90390,  5.00743,  5.09340,  4.38161,  0.89627,  0.20455,  0.51084
Ethanol,  0.03882,  0.00000,  0.00000,  0.00000,  0.18491,  0.27180,  0.06755,  0.11201,  1.65824,  2.88542
Phenol,  0.05716,  0.05716,  0.07050,  0.10410,  0.10534,  0.10641,  0.09206,  0.01936,  0.21030,  0.33871
Methyl acetate,  0.01336,  0.00581,  0.01152,  0.01189,  0.01329,  0.01401,  0.01166,  0.00225,  0.19339,  0.16869
n-Butyl acetate,  0.00000,  0.00000,  0.00026,  0.00100,  0.00107,  0.00210,  0.00081,  0.00053,  0.65262,  0.00000
D5-Siloxane,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000

Factor 5,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
Dichloromethane,  0.00077,  0.00000,  0.00016,  0.00021,  0.00047,  0.00077,  0.00028,  0.00024,  0.85301,  0.30831
Chloroform,  0.00161,  0.00089,  0.00099,  0.00105,  0.00112,  0.00161,  0.00110,  0.00018,  0.16281,  0.11088
Trichlorofluoromethane,  0.00000,  0.00000,  0.00000,  0.00228,  0.00389,  0.00426,  0.00213,  0.00170,  0.80047,  0.00000
Dichlorodifluoromethane,  0.00368,  0.00000,  0.00000,  0.00031,  0.00139,  0.00590,  0.00121,  0.00193,  1.58797,  0.52430
Carbon Tetrachloride,  0.00122,  0.00066,  0.00079,  0.00104,  0.00143,  0.00154,  0.00107,  0.00033,  0.31024,  0.27317
1_1_2-Trichlorotrifluoroethane,  0.00201,  0.00122,  0.00143,  0.00185,  0.00206,  0.00216,  0.00178,  0.00034,  0.19033,  0.16934
1_2-Dichloro-1_1_2_2-tetrafluoroethane,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
Tetrachloroethene,  0.00017,  0.00007,  0.00008,  0.00008,  0.00013,  0.00017,  0.00010,  0.00003,  0.30806,  0.18151
1_2-Dichlorobenzene,  0.00000,  0.00000,  0.00000,  0.00014,  0.00016,  0.00017,  0.00010,  0.00008,  0.74779,  0.00000
1_4-Dichlorobenzene,  0.00004,  0.00000,  0.00000,  0.00000,  0.00000,  0.00004,  0.00000,  0.00001,  4.47214,  0.22361
PCBTF,  0.00007,  0.00000,  0.00000,  0.00000,  0.00004,  0.00038,  0.00004,  0.00009,  2.09065,  1.29535
N-Butane,  0.01274,  0.00441,  0.00590,  0.00605,  0.00778,  0.02113,  0.00733,  0.00379,  0.51650,  0.29729
Isobutane,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.01065,  0.00055,  0.00238,  4.32605,  0.00000
N-Pentane,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
Isopentane,  0.01050,  0.00129,  0.00591,  0.00847,  0.00926,  0.01598,  0.00812,  0.00335,  0.41307,  0.31953
2-Methyl pentane,  0.00250,  0.00000,  0.00000,  0.00000,  0.00000,  0.00464,  0.00036,  0.00115,  3.22787,  0.46093
Butene,  0.01601,  0.01201,  0.01393,  0.01427,  0.01438,  0.01922,  0.01426,  0.00148,  0.10363,  0.09233
Propylene,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00126,  0.00007,  0.00028,  3.79571,  0.00000
cis-2-Pentene,  0.00015,  0.00012,  0.00030,  0.00033,  0.00035,  0.00039,  0.00030,  0.00008,  0.27936,  0.56807
Isoprene,  0.01395,  0.01395,  0.06678,  0.07365,  0.07647,  0.08216,  0.06681,  0.01697,  0.25402,  1.21682
alpha-Pinene,  0.00293,  0.00293,  0.01132,  0.01296,  0.01325,  0.01516,  0.01173,  0.00289,  0.24678,  0.98842
MVK,  0.01318,  0.01318,  0.03767,  0.04111,  0.04320,  0.04561,  0.03828,  0.00807,  0.21071,  0.61190
Benzene,  0.00290,  0.00000,  0.00000,  0.00000,  0.00058,  0.00375,  0.00046,  0.00102,  2.20625,  0.35182
Toluene,  0.00803,  0.00036,  0.00473,  0.00556,  0.00672,  0.01140,  0.00607,  0.00242,  0.39828,  0.30108
Ethylbenzene,  0.00101,  0.00000,  0.00040,  0.00055,  0.00081,  0.00139,  0.00062,  0.00035,  0.55489,  0.34219
Propylbenzene,  0.00009,  0.00000,  0.00003,  0.00005,  0.00009,  0.00023,  0.00007,  0.00007,  0.91953,  0.76747
m_p-Xylene,  0.00063,  0.00000,  0.00000,  0.00000,  0.00040,  0.00125,  0.00024,  0.00040,  1.67299,  0.63904
o-Xylene,  0.00083,  0.00000,  0.00021,  0.00030,  0.00056,  0.00115,  0.00043,  0.00034,  0.80000,  0.41181
p-Isopropyl Toluene,  0.00224,  0.00223,  0.00273,  0.00287,  0.00291,  0.00299,  0.00276,  0.00025,  0.09197,  0.11340
Naphthalene,  0.00083,  0.00045,  0.00057,  0.00077,  0.00083,  0.00137,  0.00076,  0.00023,  0.30169,  0.27724
Methanol,  0.42039,  0.42039,  1.38503,  1.94365,  2.45450,  3.09610,  1.89576,  0.71989,  0.37974,  1.71243
Ethanol,  5.03790,  4.81680,  4.85660,  5.06335,  5.09785,  5.10330,  5.00100,  0.11384,  0.02276,  0.02260
Phenol,  0.00000,  0.00000,  0.01553,  0.01740,  0.01801,  0.01940,  0.01482,  0.00596,  0.40242,  0.00000
Methyl acetate,  0.00936,  0.00353,  0.00758,  0.00798,  0.00931,  0.00991,  0.00781,  0.00193,  0.24681,  0.20615
n-Butyl acetate,  0.00820,  0.00195,  0.00469,  0.00536,  0.00795,  0.01004,  0.00622,  0.00220,  0.35388,  0.26858
D5-Siloxane,  0.01000,  0.00000,  0.00002,  0.00322,  0.00919,  0.01569,  0.00446,  0.00460,  1.03303,  0.46062

Factor 6,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
Dichloromethane,  0.00620,  0.00380,  0.00397,  0.00462,  0.00601,  0.00635,  0.00485,  0.00098,  0.20165,  0.15764
Chloroform,  0.00062,  0.00050,  0.00052,  0.00054,  0.00067,  0.00103,  0.00061,  0.00016,  0.26304,  0.25973
Trichlorofluoromethane,  0.01063,  0.00386,  0.00441,  0.00621,  0.00698,  0.01063,  0.00624,  0.00217,  0.34865,  0.20470
Dichlorodifluoromethane,  0.01908,  0.00173,  0.00285,  0.00562,  0.01198,  0.02096,  0.00783,  0.00594,  0.75948,  0.31158
Carbon Tetrachloride,  0.00274,  0.00019,  0.00037,  0.00091,  0.00132,  0.00274,  0.00101,  0.00079,  0.78177,  0.28984
1_1_2-Trichlorotrifluoroethane,  0.00329,  0.00108,  0.00128,  0.00168,  0.00223,  0.00336,  0.00189,  0.00072,  0.37996,  0.21817
1_2-Dichloro-1_1_2_2-tetrafluoroethane,  0.00076,  0.00003,  0.00008,  0.00018,  0.00041,  0.00077,  0.00028,  0.00024,  0.86263,  0.31166
Tetrachloroethene,  0.00014,  0.00006,  0.00009,  0.00009,  0.00016,  0.00025,  0.00012,  0.00006,  0.47622,  0.40484
1_2-Dichlorobenzene,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00005,  0.00001,  0.00002,  2.59058,  0.00000
1_4-Dichlorobenzene,  0.00017,  0.00000,  0.00003,  0.00005,  0.00006,  0.00025,  0.00006,  0.00007,  1.06382,  0.39980
PCBTF,  0.00080,  0.00056,  0.00060,  0.00062,  0.00080,  0.00113,  0.00070,  0.00017,  0.24293,  0.21076
N-Butane,  0.00000,  0.00000,  0.00275,  0.00416,  0.00451,  0.00547,  0.00350,  0.00154,  0.44016,  0.00000
Isobutane,  0.00000,  0.00000,  0.00501,  0.00692,  0.00759,  0.00805,  0.00595,  0.00239,  0.40194,  0.00000
N-Pentane,  0.00000,  0.00000,  0.00000,  0.00066,  0.00084,  0.00110,  0.00048,  0.00043,  0.89525,  0.00000
