
**** Error Estimation Summary ****

DISP Displaced Species:
,1-Butene + Isobutylene
,2-Methyl pentane
,Acetaldehyde
,Benzene_ 1_2-dichloro-
,Benzene_ 1_4-dichloro
,Benzene_ propyl-
,Carbon Tetrachloride
,Chloroform
,Cyclohexanone
,Decamethylcyclopentasiloxane
,Dichlorodifluoromethane
,Dichloromethane
,Ethane_ 1_1_2-trichloro-1_2_2-trifluoro-
,Ethane_ 1_2-dichloro-1_1_2_2-tetrafluoro-
,Ethanol
,Ethylbenzene
,Formaldehyde
,Hexaldehyde
,Isobutane
,Isopentane
,Isoprene
,Isovaleraldehyde
,MVK
,Methanol
,Methyl acetate
,N-Butane
,Naphthalene
,Parachlorobenzotrifluoride
,Pentane
,Phenol
,Phenylacetaldehyde
,Propylene
,Tetrachloroethene
,Toluene
,Trichlorofluoromethane
,a-Pinene
,cis-2-Pentene
,m_p-Tolualdehyde
,m_p-Xylene
,n-Butyl acetate
,o-Xylene
,p-Cymene
,p-Isopropyl Toluene

DISP Diagnostics:
,Error Code:,0
,Largest Decrease in Q:,-0.355
,%dQ:,-0.001627
,Swaps by Factor:,0,0,0,0,0,0,0,0,0

Concentrations for MIxing solvents,,
Species,Base Value,BS 5th,BS 25th,BS 50th,BS 75th,BS 95th,BS-DISP 5th,BS-DISP Average,BS-DISP 95th,DISP Min,DISP Average,DISP Max
Pentane,0.6041477,,,,,,,,,0,0.9535,1.907
Phenol,7.563002,,,,,,,,,6.078,8.173,10.268
Phenylacetaldehyde,8.124564,,,,,,,,,5.433,9.5345,13.636
Propylene,21.8463,,,,,,,,,19.255,22.6035,25.952
Tetrachloroethene,9.802019,,,,,,,,,8.277,9.876,11.475
Toluene,5.34322,,,,,,,,,4.129,5.814,7.499
Trichlorofluoromethane,1.236576,,,,,,,,,0,2.668,5.336
a-Pinene,3.552035,,,,,,,,,1.289,3.601,5.913
cis-2-Pentene,0,,,,,,,,,0,0.132,0.264
m_p-Tolualdehyde,7.791314,,,,,,,,,4.55,7.8575,11.165
m_p-Xylene,14.1297,,,,,,,,,12.026,14.505,16.984
n-Butyl acetate,0.6145923,,,,,,,,,0,1.532,3.064
o-Xylene,7.321568,,,,,,,,,5.771,7.8035,9.836
p-Cymene,3.662882,,,,,,,,,1.375,3.6975,6.02
p-Isopropyl Toluene,3.789059,,,,,,,,,2.482,3.6535,4.825

Percent of Species Sum for Ethanol,,
Species,Base Value,BS 5th,BS 25th,BS 50th,BS 75th,BS 95th,BS-DISP 5th,BS-DISP Average,BS-DISP 95th,DISP Min,DISP Average,DISP Max
1-Butene + Isobutylene,6.614459,,,,,,,,,4.18,6.714,9.248
2-Methyl pentane,2.673379,,,,,,,,,0.224,3.399,6.574
Acetaldehyde,10.51715,,,,,,,,,6.041,11.422,16.803
Benzene,2.646061,,,,,,,,,0,2.227,4.454
Benzene_ 1_2-dichloro-,1.707645,,,,,,,,,0.745,2.79,4.835
Benzene_ 1_4-dichloro,0,,,,,,,,,0,1.568,3.136
Benzene_ propyl-,0.1029553,,,,,,,,,0,1.445,2.89
Carbon Tetrachloride,1.533997,,,,,,,,,0,1.991,3.982
Chloroform,5.48194,,,,,,,,,2.524,5.5375,8.551
Cyclohexanone,12.16138,,,,,,,,,8.841,13.3495,17.858
Decamethylcyclopentasiloxane,10.95445,,,,,,,,,8.778,11.358,13.938
Dichlorodifluoromethane,0.7964605,,,,,,,,,0,1.4405,2.881
Dichloromethane,0,,,,,,,,,0,1.288,2.576
Ethane_ 1_1_2-trichloro-1_2_2-trifluoro-,2.288299,,,,,,,,,0,2.4585,4.917
Ethane_ 1_2-dichloro-1_1_2_2-tetrafluoro-,0,,,,,,,,,0,0.355,0.71
Ethanol,86.75994,,,,,,,,,86.012,90.5395,95.067
Ethylbenzene,1.037158,,,,,,,,,0,1.8655,3.731
Formaldehyde,11.09481,,,,,,,,,5.948,12.099,18.25
Hexaldehyde,4.731591,,,,,,,,,1.952,6.0685,10.185
Isobutane,0,,,,,,,,,0,0.868,1.736
Isopentane,4.147311,,,,,,,,,2.235,4.243,6.251
Isoprene,8.012123,,,,,,,,,2.82,9.35,15.88
Isovaleraldehyde,6.438723,,,,,,,,,3.138,7.7535,12.369
MVK,10.50153,,,,,,,,,5.378,11.783,18.188
Methanol,1.368752,,,,,,,,,0,4.0485,8.097
Methyl acetate,3.886737,,,,,,,,,0.863,3.95,7.037
N-Butane,2.012569,,,,,,,,,0.239,2.0355,3.832
Naphthalene,5.201277,,,,,,,,,2.441,5.259,8.077
Parachlorobenzotrifluoride,2.418525,,,,,,,,,0.07,3.754,7.438
Pentane,0,,,,,,,,,0,0.4705,0.941
Phenol,0,,,,,,,,,0,2.0645,4.129
Phenylacetaldehyde,0,,,,,,,,,0,0.601,1.202
Propylene,0.001737165,,,,,,,,,0,1.1725,2.345
Tetrachloroethene,1.699758,,,,,,,,,0,2.2225,4.445
Toluene,1.420979,,,,,,,,,0,2.0905,4.181
Trichlorofluoromethane,0,,,,,,,,,0,1.1645,2.329
a-Pinene,7.239415,,,,,,,,,2.366,8.0445,13.723
cis-2-Pentene,2.279288,,,,,,,,,0,2.708,5.416
m_p-Tolualdehyde,2.984859,,,,,,,,,0,4.9315,9.863
m_p-Xylene,0,,,,,,,,,0,1.2065,2.413
n-Butyl acetate,3.526711,,,,,,,,,0.558,3.644,6.73
o-Xylene,0.9012994,,,,,,,,,0,1.835,3.67
p-Cymene,7.262335,,,,,,,,,3.639,7.6595,11.68
p-Isopropyl Toluene,12.38912,,,,,,,,,9.463,13.233,17.003

Percent of Species Sum for BTEX,,
Species,Base Value,BS 5th,BS 25th,BS 50th,BS 75th,BS 95th,BS-DISP 5th,BS-DISP Average,BS-DISP 95th,DISP Min,DISP Average,DISP Max
1-Butene + Isobutylene,2.897005,,,,,,,,,0,3.076,6.152
2-Methyl pentane,1.426377,,,,,,,,,0,2.202,4.404
Acetaldehyde,20.39386,,,,,,,,,14.188,20.4155,26.643
Benzene,5.337218,,,,,,,,,3.084,6.0865,9.089
Benzene_ 1_2-dichloro-,0,,,,,,,,,0,1.1685,2.337
Benzene_ 1_4-dichloro,0,,,,,,,,,0,1.2735,2.547
Benzene_ propyl-,29.46044,,,,,,,,,25.922,29.6165,33.311
Carbon Tetrachloride,2.19873,,,,,,,,,0,2.6435,5.287
Chloroform,2.056856,,,,,,,,,0,3.0545,6.109
Cyclohexanone,36.81077,,,,,,,,,31.561,36.708,41.855
Decamethylcyclopentasiloxane,3.167866,,,,,,,,,0.412,3.601,6.79
Dichlorodifluoromethane,3.720693,,,,,,,,,0.38,3.6945,7.009
Dichloromethane,5.261373,,,,,,,,,1.683,5.2725,8.862
Ethane_ 1_1_2-trichloro-1_2_2-trifluoro-,0,,,,,,,,,0,0.459,0.918
Ethane_ 1_2-dichloro-1_1_2_2-tetrafluoro-,0,,,,,,,,,0,0.602,1.204
Ethanol,0,,,,,,,,,0,2.5085,5.017
Ethylbenzene,34.62143,,,,,,,,,31.748,34.9725,38.197
Formaldehyde,7.151824,,,,,,,,,0,7.1685,14.337
Hexaldehyde,15.52559,,,,,,,,,10.697,15.1375,19.578
Isobutane,0,,,,,,,,,0,0.8715,1.743
Isopentane,6.184343,,,,,,,,,4.012,6.404,8.796
Isoprene,5.522469,,,,,,,,,0,5.413,10.826
Isovaleraldehyde,17.0459,,,,,,,,,13.097,17.061,21.025
MVK,3.450095,,,,,,,,,0,4.387,8.774
Methanol,1.219204,,,,,,,,,0,2.5485,5.097
Methyl acetate,7.393454,,,,,,,,,3.484,7.957,12.43
N-Butane,2.317589,,,,,,,,,0.76,2.36,3.96
Naphthalene,28.19776,,,,,,,,,23.893,28.275,32.657
Parachlorobenzotrifluoride,29.54601,,,,,,,,,26.551,29.9475,33.344
Pentane,2.66703,,,,,,,,,0.429,2.174,3.919
Phenol,0.4644658,,,,,,,,,0,1.838,3.676
Phenylacetaldehyde,0,,,,,,,,,0,1.0095,2.019
Propylene,11.759,,,,,,,,,7.13,11.3805,15.631
Tetrachloroethene,20.77584,,,,,,,,,17.285,20.873,24.461
Toluene,32.80379,,,,,,,,,29.952,33.213,36.474
Trichlorofluoromethane,0.6483341,,,,,,,,,0,1.831,3.662
a-Pinene,9.000535,,,,,,,,,3.014,8.8405,14.667
cis-2-Pentene,0,,,,,,,,,0,0.25,0.5
m_p-Tolualdehyde,36.30379,,,,,,,,,29.451,36.268,43.085
m_p-Xylene,42.92241,,,,,,,,,39.666,43.101,46.536
n-Butyl acetate,35.2926,,,,,,,,,32.25,36.2195,40.189
o-Xylene,41.02231,,,,,,,,,37.917,41.278,44.639
p-Cymene,6.464583,,,,,,,,,1.567,6.4995,11.432
p-Isopropyl Toluene,0.4860197,,,,,,,,,0,1.925,3.85

Percent of Species Sum for petroleum vapor,,
Species,Base Value,BS 5th,BS 25th,BS 50th,BS 75th,BS 95th,BS-DISP 5th,BS-DISP Average,BS-DISP 95th,DISP Min,DISP Average,DISP Max
1-Butene + Isobutylene,29.91798,,,,,,,,,25.957,29.9535,33.95
2-Methyl pentane,10.33416,,,,,,,,,7.637,10.0845,12.532
Acetaldehyde,3.464099,,,,,,,,,0,4.04,8.08
Benzene,8.423148,,,,,,,,,6.046,7.645999,9.246
Benzene_ 1_2-dichloro-,2.70833,,,,,,,,,0,2.613,5.226
Benzene_ 1_4-dichloro,3.244217,,,,,,,,,0,3.027,6.054
Benzene_ propyl-,10.67584,,,,,,,,,7.239,10.45,13.661
Carbon Tetrachloride,0,,,,,,,,,0,0.797,1.594
Chloroform,6.149961,,,,,,,,,3.444,6.1245,8.805
Cyclohexanone,0,,,,,,,,,0,0.5295,1.059
Decamethylcyclopentasiloxane,14.50237,,,,,,,,,11.285,14.345,17.405
Dichlorodifluoromethane,5.468333,,,,,,,,,2.183,5.5525,8.922
Dichloromethane,7.410407,,,,,,,,,4.577,7.405,10.233
Ethane_ 1_1_2-trichloro-1_2_2-trifluoro-,0,,,,,,,,,0,0.673,1.346
Ethane_ 1_2-dichloro-1_1_2_2-tetrafluoro-,7.776584,,,,,,,,,5.035,7.862,10.689
Ethanol,0,,,,,,,,,0,2.0855,4.171
Ethylbenzene,9.6347,,,,,,,,,6.501,9.439,12.377
Formaldehyde,5.728168,,,,,,,,,0,5.9055,11.811
Hexaldehyde,0,,,,,,,,,0,1.393,2.786
Isobutane,44.42453,,,,,,,,,40.784,44.4725,48.161
Isopentane,21.45066,,,,,,,,,18.708,21.2505,23.793
Isoprene,5.069099,,,,,,,,,1.935,5.0625,8.19
Isovaleraldehyde,0,,,,,,,,,0,1.142,2.284
MVK,6.23999,,,,,,,,,3.173,6.18,9.187
Methanol,0,,,,,,,,,0,0.7885,1.577
Methyl acetate,6.137764,,,,,,,,,2.857,5.565,8.273
N-Butane,41.86235,,,,,,,,,38.537,41.88,45.223
Naphthalene,0,,,,,,,,,0,0.176,0.352
Parachlorobenzotrifluoride,9.270313,,,,,,,,,6.323,8.815001,11.307
Pentane,73.35129,,,,,,,,,70.801,73.717,76.633
Phenol,0,,,,,,,,,0,0.4185,0.837
Phenylacetaldehyde,1.171337,,,,,,,,,0,2.831,5.662
Propylene,31.86449,,,,,,,,,27.888,31.846,35.804
Tetrachloroethene,7.411745,,,,,,,,,4.546,7.371,10.196
Toluene,9.651131,,,,,,,,,6.333,9.334001,12.335
Trichlorofluoromethane,2.452403,,,,,,,,,0,2.4885,4.977
a-Pinene,5.329981,,,,,,,,,1.742,5.3395,8.937
cis-2-Pentene,24.91823,,,,,,,,,21.467,24.973,28.479
m_p-Tolualdehyde,5.254728,,,,,,,,,0,5.4125,10.825
m_p-Xylene,12.52167,,,,,,,,,8.161,12.3835,16.606
n-Butyl acetate,13.09606,,,,,,,,,9.677,12.716,15.755
o-Xylene,8.518959,,,,,,,,,4.958,8.452499,11.947
p-Cymene,14.82059,,,,,,,,,10.111,14.835,19.559
p-Isopropyl Toluene,4.696337,,,,,,,,,2.528,4.646,6.764

Percent of Species Sum for Solvent+secondary,,
Species,Base Value,BS 5th,BS 25th,BS 50th,BS 75th,BS 95th,BS-DISP 5th,BS-DISP Average,BS-DISP 95th,DISP Min,DISP Average,DISP Max
1-Butene + Isobutylene,9.93972,,,,,,,,,7.779,9.9425,12.106
2-Methyl pentane,1.017435,,,,,,,,,0.028,1.0605,2.093
Acetaldehyde,0,,,,,,,,,0,1.2085,2.417
Benzene,7.597951,,,,,,,,,6.881,7.659,8.437
Benzene_ 1_2-dichloro-,2.801652,,,,,,,,,0.597,2.7725,4.948
Benzene_ 1_4-dichloro,1.675224,,,,,,,,,0,2.058,4.116
Benzene_ propyl-,0.4275686,,,,,,,,,0,0.9909999,1.982
Carbon Tetrachloride,31.06379,,,,,,,,,28.472,31.033,33.594
Chloroform,16.7341,,,,,,,,,14.856,16.787,18.718
Cyclohexanone,14.03753,,,,,,,,,11.552,14.06,16.568
Decamethylcyclopentasiloxane,0,,,,,,,,,0,0.3755,0.751
Dichlorodifluoromethane,42.70871,,,,,,,,,38.917,42.3805,45.844
Dichloromethane,19.95967,,,,,,,,,17.814,20.0215,22.229
Ethane_ 1_1_2-trichloro-1_2_2-trifluoro-,33.21101,,,,,,,,,29.871,33.041,36.211
Ethane_ 1_2-dichloro-1_1_2_2-tetrafluoro-,40.50272,,,,,,,,,36.943,40.1845,43.426
Ethanol,3.38507,,,,,,,,,0,2.732,5.464
Ethylbenzene,1.885623,,,,,,,,,0.748,1.759,2.77
Formaldehyde,2.325623,,,,,,,,,0,3.3905,6.781
Hexaldehyde,48.37601,,,,,,,,,42.213,47.91,53.607
Isobutane,0.6480241,,,,,,,,,0,0.743,1.486
Isopentane,0,,,,,,,,,0,0.3925,0.785
Isoprene,1.612356,,,,,,,,,0,2.587,5.174
Isovaleraldehyde,42.55682,,,,,,,,,37.4,42.2165,47.033
MVK,0,,,,,,,,,0,1.5635,3.127
Methanol,4.392986,,,,,,,,,2.057,3.9595,5.862
Methyl acetate,3.19014,,,,,,,,,2.04,3.237,4.434
N-Butane,11.10629,,,,,,,,,8.845,11.013,13.181
Naphthalene,0,,,,,,,,,0,0.219,0.438
Parachlorobenzotrifluoride,0,,,,,,,,,0,0.0835,0.167
Pentane,5.803509,,,,,,,,,3.399,4.9395,6.48
Phenol,18.37712,,,,,,,,,15.845,18.503,21.161
Phenylacetaldehyde,37.96662,,,,,,,,,33.857,37.831,41.805
Propylene,24.4766,,,,,,,,,21.174,24.2435,27.313
Tetrachloroethene,4.765633,,,,,,,,,3.121,4.793,6.465
Toluene,1.892075,,,,,,,,,1.031,1.8915,2.752
Trichlorofluoromethane,27.86611,,,,,,,,,25.303,27.879,30.455
a-Pinene,8.800268,,,,,,,,,6.186,9.262,12.338
cis-2-Pentene,11.06147,,,,,,,,,8.55,11.0615,13.573
m_p-Tolualdehyde,0,,,,,,,,,0,1.305,2.61
m_p-Xylene,4.285699,,,,,,,,,2.487,4.1415,5.796
n-Butyl acetate,0.8233264,,,,,,,,,0,0.848,1.696
o-Xylene,1.901714,,,,,,,,,0.779,1.878,2.977
p-Cymene,9.277356,,,,,,,,,5.784,9.283,12.782
p-Isopropyl Toluene,0.14815,,,,,,,,,0,0.9165,1.833

Percent of Factor Total for MIxing solvents,,
Species,Base Value,BS 5th,BS 25th,BS 50th,BS 75th,BS 95th,BS-DISP 5th,BS-DISP Average,BS-DISP 95th,DISP Min,DISP Average,DISP Max
1-Butene + Isobutylene,1.3667620250984,,,,,,,,,2.352914,0.967289,0.6776092,
2-Methyl pentane,5.33964460037036,,,,,,,,,10.2663,3.779889,2.423835,
Acetaldehyde,4.62096577650492,,,,,,,,,2.473491,3.20538,3.35839,
Benzene,4.78192142911208,,,,,,,,,9.524293,3.383976,2.100277,
Benzene_ 1_2-dichloro-,0.0152635665564308,,,,,,,,,0.01930017,0.01056807,0.008742535,
Benzene_ 1_4-dichloro,0.00605891517295862,,,,,,,,,0,0.003986704,0.004820168,
Benzene_ propyl-,0.111526881789971,,,,,,,,,0.2017736,0.07821834,0.05238779,
Carbon Tetrachloride,0.899043834581114,,,,,,,,,1.678618,0.6378852,0.4203088,
Chloroform,0.389844058594115,,,,,,,,,0.7459514,0.2764581,0.1783055,
Cyclohexanone,0,,,,,,,,,0,0.000434834,0.0005257408,
Decamethylcyclopentasiloxane,0.545414797823612,,,,,,,,,0.8217286,0.3831462,0.2914558,
Dichlorodifluoromethane,2.20384976840021,,,,,,,,,3.725938,1.572103,1.12182,
Dichloromethane,1.62636218979973,,,,,,,,,3.075466,1.151462,0.7492279,
Ethane_ 1_1_2-trichloro-1_2_2-trifluoro-,0.955496662738186,,,,,,,,,1.75876,0.6767323,0.4505228,
Ethane_ 1_2-dichloro-1_1_2_2-tetrafluoro-,0.139205928299898,,,,,,,,,0.2530658,0.09891444,0.06668746,
Ethanol,4.44373703402019,,,,,,,,,0,3.115212,3.766481,
Ethylbenzene,0.491417726866245,,,,,,,,,0.8736209,0.3461859,0.2359199,
Formaldehyde,15.2076463021242,,,,,,,,,14.32978,10.48201,9.677596,
Hexaldehyde,0,,,,,,,,,0,0.008800874,0.01064079,
Isobutane,1.27220057919169,,,,,,,,,2.133827,0.8961986,0.637459,
Isopentane,4.10141039786856,,,,,,,,,7.764441,2.909026,1.89395,
Isoprene,2.26068723322712,,,,,,,,,0.05293315,1.361255,1.634774,
Isovaleraldehyde,0.108162790300737,,,,,,,,,0.07128519,0.07593322,0.07690495,
MVK,1.14822922176081,,,,,,,,,0.2326908,0.7069777,0.8061326,
Methanol,26.1638739051449,,,,,,,,,0,48.63856,58.80699,
Methyl acetate,3.93069089133486,,,,,,,,,7.575908,2.788271,1.787364,
N-Butane,1.48351404811088,,,,,,,,,2.258284,1.042174,0.7879333,
Naphthalene,0.133448213226854,,,,,,,,,0.2288716,0.09428759,0.06615137,
Parachlorobenzotrifluoride,0.143300829461815,,,,,,,,,0.25914,0.1008704,0.06778246,
Pentane,0.456060740677723,,,,,,,,,0.6986664,0.3222759,0.2435875,
Phenol,3.8567223009823,,,,,,,,,6.188881,2.602107,1.852253,
Phenylacetaldehyde,1.5033672177615,,,,,,,,,2.570244,1.045424,0.7266435,
Propylene,0,,,,,,,,,0,0.02900012,0.03506291,
Tetrachloroethene,0.0610536744770002,,,,,,,,,0.1137871,0.043279,0.02853852,
Toluene,3.51114104685516,,,,,,,,,6.358016,2.473595,1.661515,
Trichlorofluoromethane,3.53155637779246,,,,,,,,,6.600503,2.488794,1.629197,
a-Pinene,0.386352741129474,,,,,,,,,0,0.237915,0.2876537,
cis-2-Pentene,0.130865230051743,,,,,,,,,0.2407656,0.09203286,0.06093869,
m_p-Tolualdehyde,0,,,,,,,,,0,0.0006756001,0.0008168418,
m_p-Xylene,0.256064466082481,,,,,,,,,0.3423132,0.1709619,0.1351391,
n-Butyl acetate,1.75737535703218,,,,,,,,,3.0925,1.242028,0.855167,
o-Xylene,0.344220232064658,,,,,,,,,0.5687357,0.2388972,0.1699409,
p-Cymene,0.0643082924525128,,,,,,,,,0.1009777,0.04456517,0.03277152,
p-Isopropyl Toluene,0.251232837760652,,,,,,,,,0.4462311,0.1762376,0.1197926,

Percent of Factor Total for Biogenics,,
Species,Base Value,BS 5th,BS 25th,BS 50th,BS 75th,BS 95th,BS-DISP 5th,BS-DISP Average,BS-DISP 95th,DISP Min,DISP Average,DISP Max
1-Butene + Isobutylene,0.15964517659801,,,,,,,,,0.1588398,0.1760481,0.1804864,
2-Methyl pentane,0.198746758352919,,,,,,,,,0.2172666,0.2378481,0.2431563,
Acetaldehyde,7.96775243319736,,,,,,,,,17.64771,8.861399,6.595327,
Benzene,0.0971016227116286,,,,,,,,,0.04988989,0.1581984,0.1861322,
Benzene_ 1_2-dichloro-,0.000884233305455757,,,,,,,,,-1.102215E-18,0.001611991,0.002027739,
Benzene_ 1_4-dichloro,0.0027133348298824,,,,,,,,,0.003247655,0.003372523,0.003404729,
Benzene_ propyl-,0.0177386773471545,,,,,,,,,0.03678588,0.01983739,0.01546622,
Carbon Tetrachloride,0.18183540179384,,,,,,,,,0.3760815,0.203127,0.1585204,
Chloroform,0.00650178524938598,,,,,,,,,0,0.01101208,0.01385221,
Cyclohexanone,0.00425010052842103,,,,,,,,,0.00518446,0.004285112,0.004053163,
Decamethylcyclopentasiloxane,0.020438509367527,,,,,,,,,2.906429E-06,0.02628401,0.03306216,
Dichlorodifluoromethane,0.776721746493638,,,,,,,,,1.495699,0.8702623,0.7089562,
Dichloromethane,0.148720673822955,,,,,,,,,0.228197,0.1656904,0.1495694,
Ethane_ 1_1_2-trichloro-1_2_2-trifluoro-,0.205552904227473,,,,,,,,,0.4121937,0.2289033,0.181631,
Ethane_ 1_2-dichloro-1_1_2_2-tetrafluoro-,0.0410649632457991,,,,,,,,,0.08531894,0.0459428,0.03578733,
Ethanol,3.3063636259226,,,,,,,,,-3.291586E-15,3.813691,4.79728,
Ethylbenzene,0.059680593329498,,,,,,,,,0.1210671,0.06675749,0.05275053,
Formaldehyde,18.7068652830897,,,,,,,,,42.53381,20.95966,15.39548,
Hexaldehyde,0.466741033043455,,,,,,,,,0.7986372,0.4900893,0.410512,
Isobutane,0,,,,,,,,,0,0.02005403,0.02522617,
Isopentane,0.341931280276841,,,,,,,,,0.6776648,0.3793039,0.3023539,
Isoprene,6.10564201363113,,,,,,,,,15.26416,6.82195,4.644624,
Isovaleraldehyde,0.179430441937899,,,,,,,,,0.3369175,0.1946473,0.1579545,
MVK,2.81077402283177,,,,,,,,,7.028964,3.135136,2.130881,
Methanol,52.6463594564673,,,,,,,,,0,46.81592,58.89021,
Methyl acetate,0,,,,,,,,,0,0.0337785,0.0424903,
N-Butane,0.106372943673722,,,,,,,,,0,0.1222565,0.1537877,
Naphthalene,0.0568559515563588,,,,,,,,,0.1290505,0.0631904,0.04620446,
Parachlorobenzotrifluoride,0.00350744600537992,,,,,,,,,0,0.00334268,0.00420479,
Pentane,0,,,,,,,,,0,0.01280739,0.01611054,
Phenol,2.24767037219175,,,,,,,,,5.371952,2.503304,1.763452,
Phenylacetaldehyde,0.609031450013347,,,,,,,,,1.293248,0.6797413,0.5215123,
Propylene,0,,,,,,,,,0,0.04116317,0.05177955,
Tetrachloroethene,0.00347405392240289,,,,,,,,,0.003325494,0.003893437,0.004039916,
Toluene,0.360743978391224,,,,,,,,,0.747376,0.406305,0.3183397,
Trichlorofluoromethane,0.738256986430476,,,,,,,,,1.583811,0.826494,0.631175,
a-Pinene,1.11361684376411,,,,,,,,,2.76581,1.248104,0.8566737,
cis-2-Pentene,0.018772554626651,,,,,,,,,0.03493888,0.02140123,0.01790974,
m_p-Tolualdehyde,0.00567756645808949,,,,,,,,,0.01119418,0.006206271,0.004919842,
m_p-Xylene,0.0983442461273313,,,,,,,,,0.1825207,0.1057961,0.08600818,
n-Butyl acetate,0,,,,,,,,,0,0.007398676,0.009306868,
o-Xylene,0.0665542532516009,,,,,,,,,0.1278089,0.07265766,0.05843365,
p-Cymene,0.0385103776628567,,,,,,,,,0.09001622,0.04326008,0.03120122,
p-Isopropyl Toluene,0.0791301131356288,,,,,,,,,0.181299,0.08784516,0.06374253,

Percent of Factor Total for VCPs,,
Species,Base Value,BS 5th,BS 25th,BS 50th,BS 75th,BS 95th,BS-DISP 5th,BS-DISP Average,BS-DISP 95th,DISP Min,DISP Average,DISP Max
1-Butene + Isobutylene,1.70601757491989,,,,,,,,,2.050783,0.8122987,0.5758576,
2-Methyl pentane,4.13328573509151,,,,,,,,,5.025862,1.944893,1.3567,
Acetaldehyde,24.545676196858,,,,,,,,,27.72886,11.62855,8.554816,
Benzene,1.30713898559433,,,,,,,,,1.178168,0.6057441,0.4964615,
Benzene_ 1_2-dichloro-,0,,,,,,,,,0,0.001008457,0.001200983,
Benzene_ 1_4-dichloro,0.00342525921234872,,,,,,,,,0,0.002107778,0.002510177,
Benzene_ propyl-,0.0551846371617853,,,,,,,,,0.05698298,0.02639295,0.02055296,
Carbon Tetrachloride,0.325930574120644,,,,,,,,,0.2818359,0.1576139,0.1338985,
Chloroform,0.168416665618193,,,,,,,,,0.1634569,0.07994277,0.06399895,
Cyclohexanone,0.0177054872973821,,,,,,,,,0.01831979,0.00853077,0.006661932,
Decamethylcyclopentasiloxane,2.51081245207362,,,,,,,,,3.442806,1.20323,0.7756691,
Dichlorodifluoromethane,3.12683809358466,,,,,,,,,3.658673,1.495982,1.083099,
Dichloromethane,0.649624976297716,,,,,,,,,0.6332225,0.3120861,0.2507775,
Ethane_ 1_1_2-trichloro-1_2_2-trifluoro-,0.323813589006551,,,,,,,,,0.276886,0.1553101,0.1320998,
Ethane_ 1_2-dichloro-1_1_2_2-tetrafluoro-,0.0630441572314785,,,,,,,,,0.05672122,0.03029836,0.02525393,
Ethanol,6.42417010895845,,,,,,,,,0,3.861166,4.598308,
Ethylbenzene,0.168093158509605,,,,,,,,,0.1641533,0.08166159,0.06591298,
Formaldehyde,36.5222498905801,,,,,,,,,36.65721,17.21876,13.50774,
Hexaldehyde,0,,,,,,,,,0,0.08433129,0.1004311,
Isobutane,4.0100125000296,,,,,,,,,5.476977,1.925123,1.247032,
Isopentane,2.94550384587619,,,,,,,,,3.608922,1.400397,0.9787641,
Isoprene,0.873242170654958,,,,,,,,,-2.44057E-16,0.601104,0.7158618,
Isovaleraldehyde,0,,,,,,,,,0,0.02137366,0.02545414,
MVK,0.658308588159812,,,,,,,,,0,0.3264419,0.3887635,
Methanol,0,,,,,,,,,-1.832063E-17,51.30782,61.10308,
Methyl acetate,1.82253688964461,,,,,,,,,1.90455,0.8610525,0.6618366,
N-Butane,3.27218926991687,,,,,,,,,4.148717,1.555253,1.06013,
Naphthalene,0.203962718619701,,,,,,,,,0.2460537,0.0971848,0.06876399,
Parachlorobenzotrifluoride,0.0552169878726441,,,,,,,,,0.05821208,0.02622685,0.0201205,
Pentane,0,,,,,,,,,0,0.01181079,0.01406561,
Phenol,0,,,,,,,,,0,0.06260256,0.07455412,
Phenylacetaldehyde,0,,,,,,,,,0,0.06013326,0.07161341,
Propylene,2.28651419011935,,,,,,,,,2.31313,1.088117,0.8542483,
Tetrachloroethene,0.0412460212322942,,,,,,,,,0.04866457,0.01965753,0.01411975,
Toluene,0.723407299308989,,,,,,,,,0.5335526,0.3477806,0.3123146,
Trichlorofluoromethane,0.463602713296371,,,,,,,,,0,0.2274818,0.2709108,
a-Pinene,0.282870075298603,,,,,,,,,0,0.1507266,0.179502,
cis-2-Pentene,0.0242851678409951,,,,,,,,,0.01540856,0.0115757,0.01084396,
m_p-Tolualdehyde,0.0176016244888355,,,,,,,,,0.01855554,0.008385519,0.006443942,
m_p-Xylene,0.0101626636603066,,,,,,,,,-1.821492E-18,0.03521571,0.0419388,
n-Butyl acetate,0,,,,,,,,,0,0.01533357,0.01826093,
o-Xylene,0.132166842766424,,,,,,,,,0.1124474,0.06845974,0.06006198,
p-Cymene,0.00902868611125639,,,,,,,,,0,0.006306387,0.00751035,
p-Isopropyl Toluene,0.116712283877217,,,,,,,,,0.1208791,0.05451952,0.0418507,

Percent of Factor Total for Methanol,,
Species,Base Value,BS 5th,BS 25th,BS 50th,BS 75th,BS 95th,BS-DISP 5th,BS-DISP Average,BS-DISP 95th,DISP Min,DISP Average,DISP Max
1-Butene + Isobutylene,0.000979210207736556,,,,,,,,,0,0.002167312,0.004078836,
2-Methyl pentane,0.0123503661350997,,,,,,,,,0.005678355,0.01198183,0.01754137,
Acetaldehyde,0.0246864032878945,,,,,,,,,0,0.0569972,0.1072676,
Benzene,0.00326470992118026,,,,,,,,,-6.890165E-19,0.003568064,0.006715022,
Benzene_ 1_2-dichloro-,0,,,,,,,,,0,6.055547E-05,0.0001139641,
Benzene_ 1_4-dichloro,7.39334933208198E-05,,,,,,,,,3.804532E-05,0.0001201458,0.0001925567,
