
Factor Contributions (avg = 1) from Base Run #19 (Convergent Run)

,,Factor 1,Factor 2,Factor 3,Factor 4,Factor 5,Factor 6,Factor 7,Factor 8,Factor 9
19,09/05/21,2.044200E-001,-1.734600E-001,3.536200E-001,1.054500E+000,2.293900E+000,5.655900E-001,4.457400E-001,-1.724700E-001,1.258000E+000
19,09/06/21,4.781500E-001,6.418800E-001,1.854500E-001,2.055300E-001,1.850900E+000,2.973000E+000,1.138400E+000,1.087000E+000,1.985100E+000
19,09/07/21,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002
19,09/08/21,4.359900E-001,2.063300E+000,7.681600E-001,-2.000000E-001,1.231000E+000,2.307300E+000,2.141800E+000,2.076300E+000,1.684400E+000
19,09/09/21,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002
19,09/10/21,8.805000E-001,1.106900E+000,1.755500E+000,-1.032800E-001,1.256000E+000,2.649300E+000,1.535500E+000,1.193500E+000,1.743200E+000
19,09/11/21,4.535700E-001,8.158000E-001,-1.361300E-001,5.895800E-001,2.174000E+000,1.437400E+000,5.765900E-001,-2.000000E-001,2.298800E+000
19,09/12/21,-8.966600E-004,-1.492900E-001,-1.020700E-001,7.934600E-001,2.875200E+000,3.715300E-001,3.460000E-001,-1.145500E-001,1.137100E+000
19,09/13/21,3.234600E+000,2.966900E-002,-1.416000E-001,5.580600E-001,2.282500E+000,7.977200E-001,6.321300E-001,1.948500E-001,1.671000E+000
19,09/14/21,7.794500E+000,8.250000E-001,-9.687900E-002,6.364700E-001,1.413900E+000,1.754700E+000,3.626200E-001,5.202300E-001,1.143700E+000
19,09/15/21,5.095500E+000,1.912000E+000,-1.801100E-001,1.861800E-001,8.113800E-001,1.929400E+000,1.112000E+000,1.001900E+000,1.697600E+000
19,09/16/21,4.054500E+000,2.169900E+000,-2.000000E-001,2.085000E-001,4.768300E-001,3.111400E+000,1.231800E+000,1.424700E+000,1.944400E+000
19,09/17/21,1.779500E+000,2.830900E+000,-1.440600E-001,4.887100E-001,-1.951100E-002,3.565300E+000,9.768900E-001,1.274100E+000,1.037000E+000
19,09/18/21,1.316500E+000,2.182800E+000,-1.320300E-001,6.111000E-001,6.886100E-001,2.448100E+000,7.661100E-001,7.380300E-001,1.290500E+000
19,09/19/21,1.057800E+000,6.637400E-001,-1.069100E-001,1.172800E+000,4.480300E-001,1.863900E+000,5.872600E-001,3.865900E-001,1.046100E+000
19,09/20/21,1.655100E+000,1.406400E+000,-1.720200E-001,2.549900E-001,1.463300E+000,1.696400E+000,1.035300E+000,9.763500E-001,1.406700E+000
19,09/21/21,4.926100E-001,-9.823300E-002,-7.092200E-002,1.119400E+000,2.408000E+000,2.364600E-001,1.525300E-001,-8.266100E-002,1.411800E+000
19,09/22/21,3.468500E-001,6.015200E-001,-1.464600E-001,3.819400E-001,2.160500E+000,1.600400E+000,8.393400E-001,1.904300E-001,1.194300E+000
19,09/23/21,2.467600E-001,1.461800E+000,-1.203800E-001,8.868400E-001,1.724100E+000,1.142200E+000,6.132200E-001,4.107300E-001,1.269600E+000
19,09/24/21,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002,-9.990000E+002
19,09/25/21,-9.500300E-003,-4.981200E-002,-7.037500E-003,-2.000000E-001,9.022200E-001,-2.888500E-002,-3.347600E-003,1.501800E-002,5.148200E-002
19,09/26/21,-8.018900E-003,-3.847000E-002,-5.259000E-003,-1.659000E-001,7.431600E-001,-2.700000E-002,1.300900E-003,1.234900E-002,4.909400E-002
19,09/27/21,-9.431300E-002,1.105800E+000,-5.670600E-002,1.258500E+000,4.568200E-001,2.664700E+000,3.103600E-001,8.097400E-001,-1.310100E-001
19,09/28/21,-7.467000E-002,1.313900E+000,-3.743500E-002,1.005900E+000,3.795300E-001,2.053600E+000,2.302600E-001,1.971100E-001,-1.061400E-001
19,09/29/21,2.718200E+000,7.063400E-001,-3.371600E-002,1.209000E+000,4.267100E-001,1.203700E+000,3.872700E-001,-2.000000E-001,-7.642300E-002
