
Factor Contributions (avg = 1) from Base Run #4 (Convergent Run)

,,Factor 1,Factor 2,Factor 3,Factor 4,Factor 5,Factor 6,Factor 7,Factor 8,Factor 9
4,10/04/21,2.203000E+000,-1.282400E-001,6.975600E-001,2.716500E+000,-3.966800E-002,1.523700E+000,-1.264800E-001,2.914100E+000,-6.270700E-003
4,10/05/21,4.625900E-001,-1.189300E-001,-1.507800E-001,-6.528900E-002,6.005800E-001,3.648100E+000,5.574600E-001,-2.000000E-001,1.021200E+000
4,10/06/21,-2.000000E-001,1.819100E-001,4.836900E-001,5.201200E-001,8.013200E+000,2.431200E+000,-5.858500E-003,7.341400E-001,7.593700E+000
4,10/07/21,1.894800E-001,9.357500E-002,-1.536900E-001,3.644900E-002,4.362900E+000,2.975300E+000,-4.336000E-002,2.920400E-003,2.333800E+000
4,10/08/21,2.123700E-001,-7.355200E-003,2.819000E-002,2.619200E-002,7.293600E-004,1.945200E-001,-1.690500E-002,-3.916900E-003,5.056700E-003
4,10/09/21,-2.000000E-001,1.266600E-001,-2.000000E-001,-2.000000E-001,5.378200E+000,2.833900E+000,-2.000000E-001,4.381300E-001,5.608700E+000
4,10/10/21,2.902800E-001,-2.000000E-001,2.832400E-001,3.036900E-001,5.532400E+000,2.555000E+000,6.773400E-001,1.640700E+000,1.910000E+000
4,10/11/21,2.973900E-001,-2.000000E-001,-2.000000E-001,-2.000000E-001,2.966900E+000,4.303000E+000,-1.822000E-001,-1.107200E-001,2.367800E+000
4,10/12/21,3.014000E-001,-1.435600E-001,4.893500E-002,2.105000E-001,-3.558500E-002,3.985000E+000,-1.687500E-001,-2.000000E-001,9.370500E-001
4,10/13/21,3.608700E-001,-1.947900E-001,-1.977900E-003,5.038800E-001,1.805100E-003,3.537300E+000,-1.882600E-001,4.728800E-001,2.020500E+000
4,10/14/21,9.007000E-002,4.784500E-002,2.104800E-002,2.631300E-001,4.467000E+000,3.097400E+000,-1.706600E-001,-2.000000E-001,3.834700E+000
4,10/15/21,9.613300E-001,-2.000000E-001,-3.700000E-002,7.908600E-001,5.108000E-003,8.945300E-001,-6.832500E-002,5.237900E-002,4.029300E-002
4,10/16/21,7.780700E-001,1.889100E-003,5.014700E-002,-4.289300E-002,-5.599100E-003,-1.829400E-001,-8.936600E-003,-2.763500E-002,1.274700E-002
4,10/17/21,6.994200E-001,-5.250200E-002,-2.880800E-002,-2.000000E-001,5.401100E+000,1.349800E+000,-1.354600E-001,-2.000000E-001,8.003700E-001
4,10/18/21,3.227600E-001,-1.067100E-002,2.614700E-002,1.866400E-002,-1.180400E-003,2.450100E-001,-2.230200E-002,-2.895400E-003,5.581600E-003
4,10/19/21,7.557600E-002,-6.328700E-002,-8.159700E-002,2.809400E-001,5.986900E+000,1.793700E+000,-1.493000E-001,-2.000000E-001,1.343500E+000
4,10/20/21,1.583300E-001,-1.621400E-001,-1.126900E-001,8.871300E-001,7.320400E+000,1.660300E+000,-1.499800E-001,4.054000E-001,1.677300E+000
4,10/21/21,5.587800E-001,-1.770900E-001,1.636400E-001,6.108500E-001,5.015200E+000,1.492700E+000,-1.416500E-001,1.883500E-001,1.296100E+000
4,10/22/21,-2.000000E-001,-8.229000E-002,1.070800E+000,7.930500E-001,1.045800E+001,1.471400E+000,-2.000000E-001,-2.000000E-001,2.537900E+000
4,10/23/21,2.654200E-001,-7.901200E-002,5.028600E-001,6.360500E-002,-1.850500E-003,3.260900E-001,-4.220100E-002,-8.552500E-002,3.112300E-002
4,10/24/21,2.828000E-001,-2.000000E-001,-8.098200E-002,3.564500E-001,5.431700E+000,2.127100E+000,-1.618800E-001,5.203700E-001,-2.000000E-001
4,10/25/21,3.697700E-001,-6.295400E-004,3.653000E-002,1.949800E-003,-1.055900E-003,4.762500E-002,-1.240900E-002,-1.337100E-002,6.929700E-003
4,10/26/21,5.909400E-002,-2.000000E-001,-9.086700E-002,5.497100E-002,3.304000E+000,2.478700E+000,1.551300E+000,-2.412700E-002,5.359100E-001
4,10/27/21,9.667500E-001,-2.000000E-001,2.921100E-001,6.980400E-001,1.627500E-002,2.906300E+000,-2.000000E-001,2.625300E-001,-6.476400E-003
4,10/28/21,1.152500E+000,-2.000000E-001,-1.381900E-001,6.515900E-001,-1.502300E-002,2.762400E+000,-1.791500E-001,-2.000000E-001,1.064200E+000
4,10/29/21,8.572800E-001,-2.281000E-002,3.155000E-001,7.492500E-001,-2.334000E-002,2.476200E+000,2.844200E-001,-2.000000E-001,1.395100E+000
4,10/30/21,7.600400E-001,9.754600E-004,4.947800E-002,-3.961000E-002,-5.317400E-003,-1.722100E-001,-9.099300E-003,-2.671000E-002,1.269000E-002
4,10/31/21,-2.000000E-001,-1.280000E-001,-2.000000E-001,2.181100E+000,5.148900E+000,1.652700E+000,-1.216900E-001,9.501200E-001,2.957500E+000
